ol_author_key,viaf_id
OL1042295A,66995324
OL1042357A,27120361
OL1043561A,68939159
OL1043609A,79406908
OL1043740A,37055004
OL1043780A,111370364
OL1043957A,34457023
OL1043980A,9871141
OL1044280A,60320417
OL1044301A,2731276
OL1044687A,37288754
OL10457842A,31358878
OL1045831A,25542206
OL1046213A,71396114
OL1046574A,152433537
OL1046642A,39563041
OL104674A,31973215
OL1047960A,61583646
OL1048456A,91487026
OL104867A,76457869
OL1049768A,82533987
OL1050930A,111981061
OL1052887A,172877655
OL105306A,98821162
OL1053217A,216492389
OL105458A,95159514
OL1055107A,110154531
OL1055237A,24601458
OL1055270A,92452310
OL1055775A,57541940
OL1055980A,90711442
OL1056152A,5729749
OL1056984A,56739027
OL1056994A,311184286
OL1057816A,76448216
OL1057958A,17394709
OL1058004A,85165684
OL1058015A,14989493
OL1058278A,273911721
OL1058608A,10582181
OL1060036A,77107133
OL1060057A,36933157
OL1060166A,73974190
OL1060234A,65074765
OL1060488A,27952651
OL1060535A,108349491
OL1060626A,58072104
OL1061130A,85420818
OL10612562A,66199888
OL1061317A,14809834
OL1061641A,119346430
OL1063381A,9932275
OL106595A,112144921
OL106605A,54188669
OL1069152A,31496064
OL1069401A,52931888
OL1069443A,30005917
OL1069473A,4976605
OL1069528A,38374088
OL1069783A,59125759
OL1070028A,14832491
OL1070041A,4939197
OL1070160A,46788406
OL1070187A,79336360
OL1070198A,43319710
OL1070254A,22149608
OL1070258A,33270095
OL1070311A,43036323
OL1070502A,6232385
OL1070697A,112698526
OL1070759A,13723157
OL1070846A,2471959
OL1070901A,59886046
OL1070913A,109949720
OL1071061A,49333217
OL1071250A,115933593
OL1071393A,84082921
OL1071530A,79156321
OL1071593A,61577533
OL1071857A,102380159
OL1071873A,93960185
OL1072197A,73883840
OL1072647A,71513833
OL1073075A,956051
OL1073106A,58422595
OL1073155A,17746641
OL1073752A,10705363
OL1073854A,19760482
OL107388A,9922178
OL1073937A,118024354
OL1073949A,79072045
OL1073966A,34461604
OL1073990A,71387122
OL1074115A,20149002
OL1074728A,77114256
OL1074861A,6168149108599768780008
OL1075176A,27268697
OL1075218A,85491312
OL1075365A,9888263
OL1075535A,3077864
OL1075569A,34577458
OL1075670A,117219006
OL107569A,73851001
OL107571A,9847974
OL107572A,200158906
OL1075732A,93522223
OL107593A,39390702
OL1076023A,17535070
OL1076077A,17449703
OL1076278A,536574
OL1076303A,71422909
OL1076525A,27152272
OL1076682A,22166315
OL1076740A,67944180
OL1076999A,51695981
OL107704A,30434317
OL1077522A,70465133
OL1077667A,64228429
OL1078036A,28353771
OL1078321A,27515600
OL1078539A,22205425
OL1078662A,27041442
OL1078712A,28403381
OL1078747A,101872923
OL1078764A,66510711
OL107877A,32015580
OL1078795A,20199331
OL1078798A,108536597
OL1078870A,42065777
OL1078871A,66698923
OL1078944A,18708272
OL107911A,89019752
OL1079165A,84620432
OL1079273A,95146656
OL1079469A,11376778
OL1079483A,50498251
OL1079590A,5901149068627965730003
OL108000A,100192823
OL1080161A,67278864
OL108022A,108416567
OL1080422A,25875542
OL1080559A,92437049
OL108070A,38190770
OL1080761A,6416159613663941030005
OL1080828A,40900540
OL1080857A,5727019
OL1081241A,85105046
OL1081456A,41415544
OL1081480A,102150000
OL108289A,100189299
OL108294A,100170528
OL1083419A,64916485
OL1084507A,77792185
OL108452A,34456780
OL1084573A,79016003
OL1084943A,62789238
OL1084948A,34613489
OL108585A,51274092
OL1086368A,79021662
OL1086439A,50716686
OL1086613A,59095399
OL1088234A,3482718
OL1088806A,267920293
OL1089200A,27867614
OL1089599A,108653872
OL1090210A,95261927
OL1093186A,121569274
OL1093318A,32349548
OL1093732A,45440540
OL1095715A,56851343
OL109602A,56625773
OL1096272A,109175102
OL1096365A,4927349
OL1096395A,64857904
OL109639A,18351835
OL10968A,19689601
OL1096920A,68973825
OL1096921A,113536280
OL1097266A,68929835
OL1097416A,32729232
OL1097439A,13718709
OL1098140A,47868973
OL109889A,54173427
OL109916A,92428609
OL1099288A,74070674
OL1100522A,121926145
OL1100715A,33251664
OL1101110A,7908367
OL1103249A,11092086
OL1104584A,5134611
OL1104A,7393146
OL110608A,59088938
OL1106410A,160716688
OL110720A,54160720
OL1111249A,51697623
OL1114448A,8182164
OL1114823A,54949511
OL1114924A,74426625
OL11149A,101760867
OL1120399A,33458364
OL1120447A,158791569
OL1120471A,76320372
OL1120496A,26916494
OL1120639A,12838687
OL1120852A,107012026
OL1121078A,70472031
OL1121168A,208956616
OL1121413A,221620721
OL1121416A,37444652
OL1121440A,91239546
OL1121650A,110189960
OL1121722A,14844365
OL1121892A,79036266
OL1122052A,100975388
OL1122102A,85894402
OL1122355A,12511188
OL1122707A,69538483
OL1122807A,13101121
OL1122826A,43106915
OL1122834A,92713179
OL1123385A,114045899
OL1123463A,14795726
OL1123475A,7473159
OL1123674A,79405141
OL1123742A,23487037
OL1123764A,52650
OL1123771A,68935874
OL1123886A,95793851
OL1123990A,102378315
OL1124061A,34614228
OL1124115A,32168376
OL1124246A,88123320
OL1124351A,61625614
OL1124618A,95323122
OL1124723A,79040579
OL1125080A,79284587
OL1125093A,5742593
OL1125389A,79291706
OL1125430A,30817480
OL1125513A,111071461
OL1125743A,15447244
OL1125792A,85572518
OL1126033A,44314913
OL1126110A,79312008
OL1126211A,3634168172573248620008
OL1126295A,94856301
OL1126427A,19802624
OL1126428A,110852120
OL1126547A,28316883
OL1126548A,36939041
OL1126672A,34583723
OL1126752A,302436783
OL1126801A,79337924
OL1126953A,26023157
OL112697A,84615263
OL1127001A,74797220
OL1127087A,279814674
OL1127131A,109392369
OL1127155A,33434180
OL1127183A,75945894
OL1127191A,40646693
OL1127193A,20929151
OL112732A,32018666
OL1127476A,62805358
OL112763A,54325117
OL112771A,292789691
OL112775A,76345452
OL112779A,39402413
OL1127847A,95170015
OL1127978A,62357883
OL1127989A,84446540
OL1128108A,30968271
OL1128115A,62358484
OL112816A,95153547
OL1128368A,120706145
OL1128665A,46762408
OL112867A,59875293
OL112877A,100185901
OL112892A,103145857814423020380
OL112912A,36924137
OL112934A,19728831
OL112964A,12310055
OL112965A,37710186
OL112970A,56811483
OL112972A,29541174
OL1129871A,67571351
OL1130026A,19042248
OL1130070A,156056348
OL1130282A,18596734
OL1130328A,42770349
OL113044A,56629983
OL113079A,66640079
OL113083A,71477336
OL113143A,95230688
OL113174A,76333044
OL113177A,68937979
OL113188A,51773108
OL113271A,69163907
OL113304A,34727518
OL113318A,281518656
OL113362A,71388025
OL1134333A,123915481
OL113461A,88688790
OL1134761A,12408
OL113532A,234627327
OL1135387A,79339160
OL113564A,62422306
OL113574A,2502254
OL113600A,100163516
OL113602A,46772111
OL113611A,76323989
OL113652A,95151202
OL113660A,20027567
OL113701A,20473671
OL1137037A,85299504
OL1137127A,114557189
OL113713A,27125493
OL1137167A,50644124
OL113800A,61594716
OL113810A,66511085
OL113813A,44387965
OL113828A,39377536
OL113829A,34457918
OL113831A,68945598
OL1138729A,317065111
OL1138857A,42445345
OL113923A,44302582
OL113928A,44394951
OL113959A,29549920
OL1139723A,105855671
OL114007A,12382490
OL114035A,37053052
OL1140430A,32036272
OL114055A,2469452
OL114089A,61544292
OL114093A,32010055
OL114108A,54154945
OL1141093A,261664448
OL114109A,71426485
OL114132A,103691260
OL114139A,7405944
OL1141521A,13551744
OL1141800A,108585658
OL114249A,95214216
OL114291A,12323361
OL114293A,45360568
OL1143795A,88038661
OL114383A,71432791
OL1143870A,86653140
OL1144005A,37700054
OL114411A,100178010
OL114412A,45505603
OL114505A,32009788
OL114517A,24596804
OL114539A,79065152
OL114559A,33241832
OL114588A,76317116
OL114643A,74921314
OL114780A,9852369
OL1148399A,95680594
OL114863A,17296415
OL114876A,68925116
OL114878A,73885426
OL1149593A,265559841
OL114986A,54151405
OL1151066A,17236537
OL115106A,763850
OL1151258A,152766462
OL115203A,17264826
OL115206A,54239311
OL115225A,34576972
OL115231A,100194313
OL115234A,66473393
OL1152731A,22158435
OL115297A,61145857781923020313
OL1153032A,61872289
OL115331A,3253082
OL1153506A,33421514
OL115412A,39446776
OL1155019A,20111644
OL115504A,64021896
OL115510A,112772896
OL1155711A,34454129
OL115574A,17228264
OL115575A,90162262
OL115614A,10583192
OL115620A,17264985
OL1156265A,12426895
OL115650A,89085541
OL115663A,17265242
OL1157403A,87342478
OL115823A,76443377
OL115842A,41845361
OL115860A,11332031
OL115895A,64009119
OL1159107A,22982772
OL115915A,5003901
OL115921A,2539572
OL116017A,71391722
OL116100A,88908024
OL116161A,12312842
OL116180A,36938033
OL116181A,4992441
OL116183A,25494909
OL116190A,28558461
OL1161935A,317284666
OL116241A,66468881
OL116243A,14769888
OL116256A,56609282
OL1162715A,46894596
OL116295A,17227308
OL1163670A,110275452
OL1163700A,16270481
OL116412A,100170015
OL116444A,9849392
OL1165194A,79193154
OL1165292A,315073262
OL116543A,89797196
OL116544A,41846937
OL1165489A,79298447
OL1165732A,14918657
OL116592A,17367
OL1166204A,4941200
OL1166445A,84170355
OL116645A,76523409
OL1166866A,76581393
OL116746A,41845728
OL1167608A,8259613
OL116786A,54210369
OL116808A,75400644
OL116826A,41838958
OL116858A,2480890
OL116964A,41861098
OL117004A,79287110
OL117027A,9889965
OL117060A,4927907
OL117159A,19682023
OL117166A,79210673
OL1171965A,55520781
OL1172064A,109281572
OL117210A,19746530
OL117223A,29576528
OL117225A,4969563
OL117227A,49265008
OL1172427A,71525436
OL117245A,54158437
OL117262A,46802910
OL117267A,61543231
OL117298A,51686578
OL117307A,7759774
OL117313A,94416732
OL117321A,61548760
OL1173362A,17229435
OL1173495A,71754051
OL1173737A,44369348
OL1173985A,54173830
OL117429A,17218730
OL117489A,88633360
OL117497A,24619891
OL117528A,17391032
OL117550A,49226787
OL117567A,36932939
OL117568A,73863902
OL117592A,76322562
OL117615A,22134140
OL117634A,12340366
OL117687A,71396497
OL117795A,261259969
OL117797A,45096322
OL117830A,61588662
OL117832A,46758305
OL117843A,2471646
OL117858A,68929740
OL117A,96998392
OL118003A,15662602
OL1180200A,289378929
OL118038A,24602446
OL118066A,2465832
OL118077A,95155403
OL118082A,29642950
OL118139A,102336383
OL1181455A,7761459
OL1181464A,46858476
OL1181660A,61992224
OL118176A,39375533
OL118219A,108476590
OL118261A,12324221
OL118289A,36912955
OL118305A,24418
OL118514A,7754713
OL118653A,2538716
OL118656A,66465416
OL118686A,76321051
OL118734A,3623241
OL118773A,83089573
OL1187757A,113399726
OL118775A,59087224
OL1187903A,40551173
OL1188096A,43189897
OL1188103A,45094686
OL118811A,64127375
OL1188302A,112458453
OL1188316A,64587844
OL118846A,12304556
OL1188648A,17694078
OL1188692A,66934895
OL1188752A,98098814
OL118902A,73895990
OL1189047A,24610698
OL1189196A,113055727
OL118929A,59140022
OL1189477A,59158309
OL118949A,24846428
OL1189599A,94780155
OL1189616A,67909513
OL1189651A,64178887
OL1189924A,66984229
OL1189932A,7917092
OL1189997A,44608821
OL1190030A,9878386
OL1190126A,113393179
OL119020A,77557097
OL1190277A,29658087
OL1190435A,46958078
OL1190599A,66476464
OL119094A,15771397
OL1190976A,100652625
OL1191180A,57493739
OL1191294A,77124848
OL1191378A,210542814
OL1191451A,110613984
OL1191463A,39497180
OL1191656A,76540116
OL119181A,5057003
OL1191891A,44420019
OL1192207A,50099043
OL119234A,12305636
OL119343A,49246555
OL1193752A,568647
OL119387A,76308214
OL1194128A,79308189
OL119416A,9843941
OL119428A,26751397
OL1194290A,66590377
OL1194313A,111002068
OL119432A,39412796
OL119451A,25938579
OL1194525A,64375457
OL1194539A,12428852
OL119465A,94052985
OL1194857A,59144882
OL1194868A,295738650
OL1194906A,70062948
OL119491A,24609247
OL119496A,79284436
OL1194994A,24722037
OL1195009A,44506292
OL1195114A,54353268
OL119516A,134278902
OL1195223A,57688173
OL1195435A,19718006
OL1195544A,95335317
OL1195583A,41865979
OL1195589A,75266962
OL1195594A,197831
OL1195609A,113072501
OL1195682A,6549748
OL1195698A,61554081
OL1195753A,24754124
OL119580A,17229367
OL119595A,117132033
OL1196015A,144106
OL119614A,47624506
OL1196153A,84979936
OL119616A,23030821
OL1196188A,23600935
OL119624A,46757545
OL1196262A,22611078
OL1196430A,52486041
OL1196595A,41980669
OL119715A,68937443
OL119716A,66467430
OL119737A,54208418
OL1197628A,110388196
OL1197683A,25048067
OL1197816A,55677610
OL119839A,27077829
OL119860A,138410
OL1198708A,79287201
OL1200051A,48117076
OL1201015A,17465450
OL1201077A,91592625
OL120118A,41875982
OL1201416A,12389410
OL120141A,89697249
OL120161A,59102568
OL120197A,27064969
OL1202032A,44378083
OL120205A,32001793
OL120265A,106967892
OL1202720A,231786581
OL1202815A,80253557
OL120294A,79056967
OL1203139A,4540947
OL120316A,90632732
OL120443A,32488874
OL1204738A,69292423
OL1204951A,26557
OL120498A,100267506
OL1205443A,94114972
OL1205487A,13556536
OL1205617A,61559830
OL120589A,71469917
OL120597A,7402506
OL120633A,4929517
OL120642A,71396599
OL120686A,39396585
OL12072236A,56369499
OL120792A,109372554
OL120824A,44348642
OL120825A,69198691
OL1208380A,71400696
OL1208907A,64192672
OL120951A,44523660
OL120957A,54122148
OL1210484A,56634037
OL121074A,76446052
OL121100A,100278155
OL121134A,56672392
OL1211643A,67708942
OL121170A,61633940
OL12120A,187783483
OL121249A,44337081
OL121260A,150684657
OL1212630A,50123482
OL1212636A,108369790
OL121282A,76461360
OL121300A,76327294
OL121308A,108516287
OL121334A,54280835
OL1213378A,84472667
OL121430A,108499641
OL121432A,34471543
OL1214636A,12330136
OL121466A,56623354
OL121542A,54221828
OL121552A,79131955
OL121645A,27074662
OL121651A,99899730
OL1216661A,76404751
OL121675A,29540765
OL121699A,9842306
OL121760A,41876714
OL121774A,112045
OL1217848A,62909626
OL1218100A,7549989
OL121832A,108478869
OL121846A,95173705
OL1218763A,7509207
OL121897A,98522831
OL121932A,9913430
OL1219541A,69958443
OL121955A,4993315
OL1219568A,76329237
OL122016A,22182430
OL122037A,2470938
OL122064A,32039249
OL1220907A,14997681
OL1221102A,29861799
OL122161A,104835683
OL122169A,61551298
OL1221883A,69147837
OL122239A,76347560
OL122244A,99412444
OL122269A,22181589
OL1222795A,84145408
OL1223135A,68934303
OL122392A,56616247
OL12242479A,14978836
OL122433A,64008803
OL122510A,64800845
OL122519A,122348132
OL1225918A,61914527
OL122610A,76774191
OL1226750A,188774331
OL122691A,264928388
OL122693A,108480736
OL122737A,79017817
OL122820A,51692805
OL122872A,17226114
OL122889A,108229666
OL122947A,32001202
OL122988A,91729249
OL122996A,41947058
OL1230059A,106561138
OL123122A,41839211
OL123123A,100912192
OL1231679A,110249154
OL123185A,36988266
OL1231865A,111611424
OL1232076A,17744847
OL1232188A,22693152
OL1232356A,109407190
OL1232544A,110716557
OL1232552A,79283523
OL1232606A,76395675
OL1232623A,65372545
OL1232803A,11206823
OL123281A,12319997
OL123295A,113331105
OL123298A,34464361
OL1233067A,22153512
OL1233245A,95155932
OL1233251A,57858926
OL123335A,34468682
OL1233788A,67802767
OL123381A,5029242
OL1233873A,2484207
OL123396A,51711491
OL1234042A,92413737
OL1234074A,92767784
OL123426A,92095082
OL123428A,73852666
OL1234305A,91298474
OL123449A,14765752
OL123452A,14897370
OL1234592A,4939109
OL1234719A,35841698
OL1234731A,88717221
OL1234847A,40769048
OL123501A,71387114
OL1235607A,68925401
OL1235880A,111471372
OL1235960A,7396814
OL1236128A,93944934
OL1236434A,59121473
OL1236474A,6301047
OL1236603A,29529511
OL123692A,30780842
OL1237009A,49230255
OL1237251A,73926135
OL123727A,73848255
OL1237374A,76441489
OL1237592A,15384022
OL1237601A,68932575
OL123770A,42630086
OL1238097A,113106540
OL123818A,97679781
OL1238347A,94809645
OL1238361A,29984243
OL1238573A,67535040
OL1238814A,44298426
OL1238971A,77540448
OL1239184A,99855335
OL1239199A,69041084
OL123919A,76378854
OL1239375A,2724321
OL1239493A,101737180
OL1239821A,79292668
OL123987A,22149114
OL1239931A,114227274
OL1240065A,294758457
OL1240098A,2546475
OL124018A,71445052
OL124021A,71406093
OL1240380A,108509873
OL1240676A,10104912
OL124072A,37275694
OL124130A,19701665
OL1241397A,29750266
OL124171A,97000332
OL1242413A,44300881
OL124338A,95177848
OL1243707A,53051251
OL1244055A,34466363
OL1246246A,79255177
OL1246990A,62961537
OL124731A,108253278
OL124754A,24321
OL124778A,9851499
OL124783A,109370766
OL124830A,14838981
OL124873A,69198224
OL124895A,49228364
OL124940A,56618365
OL124945A,22148851
OL124948A,3405274
OL124962A,88881025
OL124971A,59138517
OL124990A,315532113
OL125045A,68933209
OL1250542A,79333879
OL125096A,24602326
OL1253346A,77191230
OL125369A,12303244
OL125391A,17564
OL125504A,14313515
OL125711A,36957174
OL1257647A,10000364
OL1257959A,3380440
OL125798A,7399630
OL1258368A,64001267
OL12585A,112546110
OL1258788A,3864672
OL125997A,41866899
OL126038A,108732513
OL1260537A,32199174
OL1260683A,17349534
OL126088A,106950585
OL126172A,14808548
OL126235A,68923741
OL126252A,2014159248483904870006
OL126280A,111898910
OL126332A,29531402
OL126394A,111636439
OL1264399A,8698
OL126439A,46763824
OL1264795A,31998069
OL126593A,79109471
OL126629A,76403008
OL126749A,24596532
OL1267595A,66475867
OL1267651A,51813112
OL1268754A,81602805
OL126919A,2468310
OL126969A,32204903
OL127055A,27072443
OL127057A,100219162
OL1270616A,34633934
OL127066A,14775442
OL127077A,32182557
OL1271723A,90734078
OL127189A,9851596
OL127193A,66462795
OL1272714A,62341975
OL1272862A,44297261
OL1273064A,61542598
OL127321A,91584356
OL127331A,99942145
OL127400A,82676625
OL127494A,42658764
OL127510A,29538862
OL127519A,41844048
OL1275209A,79035897
OL1276211A,170966746
OL12766777A,99528391
OL127707A,66469054
OL127779A,76330437
OL127782A,59220531
OL127854A,108992948
OL1278756A,12501479
OL127919A,27106174
OL1279321A,59204544
OL127960A,101808155
OL127963A,72188006
OL1280434A,35861251
OL128158A,49348947
OL1282595A,9869380
OL128320A,112706501
OL1283461A,55391654
OL1284763A,20929445
OL1286511A,11090944
OL1287184A,2470550
OL1287383A,9849647
OL128744A,59086066
OL1289939A,46807576
OL129006A,27108380
OL129010A,110733531
OL129096A,4937684
OL129198A,39379932
OL129222A,4925227
OL129262A,41855990
OL129281A,76321578
OL1294594A,62956334
OL1295255A,109240989
OL1295287A,92345441
OL1295578A,109472020
OL129571A,40164181
OL1295843A,188145857867423020068
OL1295892A,18580811
OL1296020A,79338388
OL1296122A,54646486
OL1296221A,20479170
OL1296261A,18557241
OL1296420A,79020309
OL1296588A,23560946
OL1296648A,41868690
OL1296800A,113726123
OL1296841A,161598476
OL129758A,106050616
OL129776A,110023839
OL129777A,79293950
OL129818A,66552890
OL12988177A,304432091
OL129894A,40175926
OL129947A,110151491
OL129948A,51684390
OL1299695A,255663424
OL1300458A,24597713
OL130075A,109330326
OL130168A,24601933
OL1301915A,46762166
OL130236A,56617927
OL1303489A,11131874
OL1303931A,108696638
OL130396A,14878861
OL1304687A,76439158
OL1304780A,100193756
OL130506A,24640598
OL130507A,110624639
OL1305146A,39320707
OL130631A,27878824
OL13066A,97006424
OL130779A,41838293
OL130820A,49597478
OL13092478A,26765162
OL1309657A,52135541
OL131087A,78769882
OL131153A,24599383
OL131241A,79084372
OL131412A,54151507
OL1314142A,94496437
OL131554A,4936015
OL1316885A,111599461
OL1317040A,64660425
OL1317425A,29535650
OL1317574A,62351998
OL131793A,46768219
OL1317940A,68284433
OL131822A,34455354
OL131854A,41964560
OL131876A,44312869
OL1318825A,56687823
OL131884A,19686406
OL13192A,71378383
OL13193A,24602065
OL1321021A,42295323
OL13211071A,6012101
OL132134A,27071083
OL1321376A,9965801
OL1321502A,79064356
OL132405A,44300322
OL132422A,22329110
OL1324243A,51848641
OL132461A,97881911
OL1325730A,120729781
OL132601A,71410723
OL132666A,108964012
OL132682A,73988664
OL1327603A,34474514
OL1328914A,29892556
OL132958A,5817
OL133081A,22150736
OL133092A,5919
OL133114A,97107129
OL1331420A,39809565
OL1331553A,22191447
OL133239A,71397710
OL133309A,30340192
OL133397A,6409452
OL1334389A,108245652
OL1334491A,94631574
OL133457A,4926903
OL133544A,113705841
OL133662A,61576896
OL133731A,27138081
OL133863A,22138375
OL133924A,56613409
OL133986A,102895066
OL1340154A,27192261
OL1340172A,28421137
OL134270A,46777562
OL134323A,109378479
OL134327A,91267854
OL1344385A,111844436
OL1344525A,79309411
OL1344689A,14855144
OL134473A,51961439
OL1344855A,306106851
OL1344936A,76438606
OL1345303A,72672048
OL1345523A,79082725
OL1345636A,37969458
OL1346353A,109681146
OL1346839A,50610714
OL1346998A,305940346
OL134732A,98481480
OL1347400A,5025091
OL134763A,23392
OL1347873A,108315835
OL1347932A,57853845
OL1347966A,15371502
OL134797A,61539765
OL1348537A,3061149296192580670002
OL1348631A,29446802
OL1348632A,7828968
OL134874A,9856247
OL134914A,22490
OL1349251A,98052945
OL1349413A,90709512
OL134941A,14786233
OL1349442A,35148173
OL1349601A,55441450
OL1349619A,14857262
OL1349735A,73984490
OL1349888A,70308510
OL1349906A,69770698
OL1349988A,30597564
OL1350065A,39971545
OL135018A,220203491
OL1350397A,3714441
OL1350446A,71712547
OL135056A,2510708
OL1350753A,299835300
OL1350957A,85937430
OL1351002A,73937435
OL1351144A,22180353
OL1351266A,2705722
OL135127A,90663542
OL1351295A,109984458
OL1351572A,44782357
OL1351714A,96724864
OL1351725A,85512078
OL1351833A,30920616
OL135195A,32010381
OL135196A,89499452
OL1352381A,29617013
OL135254A,29529962
OL135256A,54143634
OL1352850A,108702143
OL135291A,64007846
OL135314A,27072933
OL1353273A,55390342
OL135391A,17231287
OL1354070A,114507702
OL135414A,29555729
OL135440A,115209378
OL135531A,46799598
OL135550A,9886682
OL135574A,7411829
OL135686A,66508086
OL135706A,32000675
OL135734A,39378414
OL1358245A,107018015
OL135888A,50469877
OL135910A,109911062
OL135914A,37053184
OL1360562A,49976591
OL1360842A,4507023
OL136084A,31998146
OL13608A,27091778
OL136096A,109207592
OL136194A,73868557
OL136197A,46734193
OL136223A,56705280
OL13625525A,85154809
OL136285A,44315332
OL136291A,46759609
OL136296A,108225542
OL136299A,100256465
OL1363846A,91572889
OL13640A,97006051
OL1364375A,18547498
OL136546A,54151927
OL136554A,24584116
OL13658110A,305031982
OL136696A,9868802
OL136754A,109054774
OL13676312A,22932908
OL1367821A,28471586
OL13679003A,112638253
OL13680356A,2995151474901400490002
OL13680590A,265144783111252772054
OL13680738A,56255631
OL13682116A,162961159
OL13683128A,32328534
OL1368A,68928644
OL1369121A,73854764
OL136971A,51684077
OL137011A,7385547
OL137012A,46774385
OL1370160A,72954210
OL137053A,108240501
OL137086A,42041948
OL137095A,85164620
OL137108A,36918520
OL137117A,46807357
OL137147A,95207392
OL137159A,142586770
OL137188A,22936980
OL137220A,85172667
OL137231A,97681659
OL137343A,76323201
OL1373446A,111486282
OL137379A,7515708
OL1374036A,217256489
OL137459A,22148366
OL137526A,54222559
OL13763071A,76408281
OL137661A,87772061
OL137671A,109635263
OL137674A,2514343
OL137679A,29600127
OL137680A,41843119
OL137683A,71579235
OL1376941A,114183
OL137948A,24600187
OL138010A,4961381
OL138034A,109418055
OL138058A,41937376
OL138059A,89051780
OL1380607A,33321675
OL1381779A,8691015
OL13825863A,30859605
OL138262A,51788754
OL138285A,51700032
OL13830220A,52589146
OL138383A,97936279
OL138486A,73865559
OL1385262A,285998978
OL1385325A,60494867
OL1385338A,36458349
OL1385341A,182204760
OL1385346A,12494453
OL1385348A,70112022
OL1385360A,9000883
OL1385420A,19241223
OL1385424A,266015170
OL1385427A,42889047
OL1385431A,51282282
OL1385446A,12581885
OL1385473A,269821455
OL1385531A,84628314
OL1385538A,17513789
OL1385543A,84609829
OL1385586A,31606250
OL1385587A,48123519
OL1385589A,163179856
OL1385594A,59404733
OL1385628A,265985
OL1385631A,79461735
OL1385668A,72316411
OL1385713A,8548924
OL1385716A,49445752
OL1385718A,21690520
OL1385719A,46269671
OL1385721A,51918189
OL1385747A,48855945
OL1385832A,56216465
OL1385853A,33111053
OL1385854A,23207208
OL1385860A,52867784
OL1385862A,74007689
OL1385864A,44499964
OL1385921A,305033933
OL1385941A,31602708
OL1385942A,58583246
OL138600A,22286692
OL1386017A,31246643
OL1386026A,270919777
OL1386027A,4703217
OL1386028A,121329521
OL1386032A,3578725
OL1386038A,79569859
OL1386121A,84080096
OL1386147A,1539515
OL1386167A,47823214
OL1386207A,31604619
OL1386234A,78055238
OL1386237A,272775664
OL1386238A,280729794
OL1386239A,51066770
OL1386262A,79483261
