user_id,age,age_group,filled_age,country
257,33.0,unknown_age,True,Unknown
269,33.0,unknown_age,True,Denmark
272,20.0,young_adult,False,United States
273,33.0,unknown_age,True,United States
278,21.0,young_adult,False,United States
280,33.0,unknown_age,True,United States
289,15.0,teen,False,United States
291,33.0,unknown_age,True,United States
300,33.0,unknown_age,True,United States
302,53.0,late_adult,False,United States
310,26.0,early_adult,False,Spain
313,33.0,unknown_age,True,Jersey
316,23.0,young_adult,False,Canada
323,23.0,young_adult,False,United States
326,33.0,unknown_age,True,United States
332,59.0,late_adult,False,United States
334,27.0,early_adult,False,Finland
337,17.0,teen,False,Spain
339,20.0,young_adult,False,Finland
345,27.0,early_adult,False,United States
356,33.0,unknown_age,True,United States
361,25.0,early_adult,False,Spain
362,63.0,late_adult,False,Canada
367,45.0,mid_adult,False,United States
372,22.0,young_adult,False,Germany
376,35.0,mid_adult,False,India
383,33.0,unknown_age,True,United States
387,17.0,teen,False,United States
388,35.0,mid_adult,False,United States
392,44.0,mid_adult,False,Spain
393,24.0,young_adult,False,United Kingdom
406,37.0,mid_adult,False,Spain
408,17.0,teen,False,United States
413,17.0,teen,False,United States
424,29.0,early_adult,False,United States
430,33.0,unknown_age,True,United States
431,40.0,mid_adult,False,United States
432,33.0,unknown_age,True,United States
433,48.0,mid_adult,False,United States
440,16.0,teen,False,United States
441,33.0,unknown_age,True,United States
444,40.0,mid_adult,False,United States
446,33.0,unknown_age,True,United States
447,33.0,unknown_age,True,Jersey
453,33.0,unknown_age,True,United States
460,33.0,unknown_age,True,Italy
463,20.0,young_adult,False,Australia
472,33.0,unknown_age,True,Jersey
475,34.0,early_adult,False,Canada
476,33.0,unknown_age,True,United States
479,33.0,unknown_age,True,United States
486,31.0,early_adult,False,United States
487,33.0,unknown_age,True,United States
489,33.0,unknown_age,True,United States
493,29.0,early_adult,False,United States
494,33.0,unknown_age,True,Canada
496,51.0,late_adult,False,United States
499,62.0,late_adult,False,United States
500,17.0,teen,False,United States
503,40.0,mid_adult,False,United States
505,51.0,late_adult,False,United States
507,33.0,unknown_age,True,United States
508,29.0,early_adult,False,United States
512,58.0,late_adult,False,United States
513,33.0,unknown_age,True,Georgia
523,19.0,young_adult,False,United States
530,47.0,mid_adult,False,United States
537,33.0,unknown_age,True,United States
538,26.0,early_adult,False,United States
542,33.0,unknown_age,True,United States
546,51.0,late_adult,False,Italy
558,33.0,unknown_age,True,Unknown
565,48.0,mid_adult,False,United States
566,33.0,unknown_age,True,United States
567,33.0,unknown_age,True,United States
585,33.0,unknown_age,True,Italy
592,33.0,unknown_age,True,United States
595,17.0,teen,False,United States
596,49.0,mid_adult,False,United States
614,28.0,early_adult,False,Italy
618,33.0,unknown_age,True,United States
619,33.0,unknown_age,True,United States
620,45.0,mid_adult,False,Canada
625,41.0,mid_adult,False,France
626,41.0,mid_adult,False,Austria
628,33.0,unknown_age,True,Germany
638,20.0,young_adult,False,United States
639,33.0,unknown_age,True,United States
640,33.0,unknown_age,True,Canada
641,33.0,unknown_age,True,United States
643,23.0,young_adult,False,France
649,33.0,unknown_age,True,United States
650,33.0,unknown_age,True,United States
651,26.0,early_adult,False,United States
657,33.0,unknown_age,True,United States
660,33.0,unknown_age,True,United States
677,27.0,early_adult,False,United States
678,33.0,unknown_age,True,Australia
683,28.0,early_adult,False,United States
685,21.0,young_adult,False,United States
695,33.0,unknown_age,True,Netherlands
698,33.0,unknown_age,True,United States
705,33.0,unknown_age,True,Italy
707,33.0,unknown_age,True,United States
708,33.0,unknown_age,True,United States
709,14.0,teen,False,United States
711,27.0,early_adult,False,United Kingdom
712,29.0,early_adult,False,Switzerland
713,49.0,mid_adult,False,United Kingdom
714,33.0,unknown_age,True,United States
717,33.0,unknown_age,True,United States
726,31.0,early_adult,False,Jersey
728,33.0,unknown_age,True,United States
730,69.0,senior,False,Mexico
735,29.0,early_adult,False,United States
739,55.0,late_adult,False,United States
741,16.0,teen,False,United States
743,33.0,unknown_age,True,United States
744,48.0,mid_adult,False,United States
746,36.0,mid_adult,False,United States
753,33.0,unknown_age,True,United States
756,33.0,unknown_age,True,United States
757,29.0,early_adult,False,United States
758,33.0,unknown_age,True,Germany
759,33.0,unknown_age,True,United States
763,33.0,unknown_age,True,United States
765,33.0,unknown_age,True,United States
767,43.0,mid_adult,False,Unknown
769,33.0,unknown_age,True,United States
771,38.0,mid_adult,False,United States
774,16.0,teen,False,United States
776,23.0,young_adult,False,New Zealand
777,13.0,teen,False,United States
778,33.0,unknown_age,True,United States
780,33.0,unknown_age,True,United States
782,57.0,late_adult,False,United States
785,33.0,unknown_age,True,United States
786,48.0,mid_adult,False,United States
790,33.0,unknown_age,True,Canada
805,34.0,early_adult,False,United States
811,34.0,early_adult,False,Switzerland
818,33.0,unknown_age,True,Malaysia
819,33.0,unknown_age,True,United States
822,25.0,early_adult,False,United Kingdom
824,15.0,teen,False,Mexico
827,33.0,unknown_age,True,United States
828,35.0,mid_adult,False,Mexico
834,17.0,teen,False,United States
835,35.0,mid_adult,False,Italy
843,25.0,early_adult,False,United States
850,22.0,young_adult,False,Germany
853,24.0,young_adult,False,United States
878,33.0,unknown_age,True,Georgia
882,23.0,young_adult,False,United States
883,43.0,mid_adult,False,United States
885,33.0,unknown_age,True,United States
886,33.0,unknown_age,True,United States
887,30.0,early_adult,False,United States
895,40.0,mid_adult,False,Australia
896,27.0,early_adult,False,United Kingdom
899,23.0,young_adult,False,Germany
900,25.0,early_adult,False,United States
901,21.0,young_adult,False,United Kingdom
902,18.0,young_adult,False,United States
903,19.0,young_adult,False,United States
913,44.0,mid_adult,False,United Kingdom
914,51.0,late_adult,False,Germany
915,50.0,late_adult,False,United States
916,38.0,mid_adult,False,Australia
919,65.0,senior,False,Spain
921,33.0,unknown_age,True,Germany
924,29.0,early_adult,False,France
929,36.0,mid_adult,False,Russian Federation
933,29.0,early_adult,False,United Kingdom
936,24.0,young_adult,False,Mexico
938,55.0,late_adult,False,Canada
941,33.0,unknown_age,True,United States
951,33.0,unknown_age,True,Jersey
965,24.0,young_adult,False,Mexico
969,13.0,teen,False,United States
973,33.0,unknown_age,True,United States
984,33.0,unknown_age,True,United States
998,33.0,unknown_age,True,France
999,21.0,young_adult,False,United States
1003,33.0,unknown_age,True,United States
1008,33.0,unknown_age,True,United States
1009,56.0,late_adult,False,United States
1010,26.0,early_adult,False,United States
1016,33.0,unknown_age,True,Jersey
1019,33.0,unknown_age,True,United States
1021,33.0,unknown_age,True,United States
1022,33.0,unknown_age,True,United States
1024,33.0,unknown_age,True,United States
1025,33.0,early_adult,False,United Kingdom
1026,33.0,unknown_age,True,United States
1031,52.0,late_adult,False,United States
1032,33.0,unknown_age,True,United States
1038,26.0,early_adult,False,United States
1040,33.0,unknown_age,True,United States
1046,33.0,unknown_age,True,Australia
1048,22.0,young_adult,False,Canada
1054,37.0,mid_adult,False,United States
1056,35.0,mid_adult,False,Spain
1057,19.0,young_adult,False,United Kingdom
1060,38.0,mid_adult,False,United States
1063,19.0,young_adult,False,Canada
1075,49.0,mid_adult,False,United States
1079,33.0,unknown_age,True,United States
1082,36.0,mid_adult,False,United States
1083,33.0,unknown_age,True,United States
1087,46.0,mid_adult,False,United States
1093,33.0,unknown_age,True,United States
1094,18.0,young_adult,False,United States
1095,33.0,unknown_age,True,Germany
1096,18.0,young_adult,False,United States
1098,33.0,unknown_age,True,United States
1106,41.0,mid_adult,False,Germany
1108,33.0,unknown_age,True,United States
1111,33.0,unknown_age,True,Canada
1113,22.0,young_adult,False,United States
1116,29.0,early_adult,False,Canada
1118,33.0,unknown_age,True,United States
1123,23.0,young_adult,False,Canada
1124,33.0,unknown_age,True,United States
1129,53.0,late_adult,False,United States
1131,22.0,young_adult,False,Unknown
1133,46.0,mid_adult,False,Australia
1137,25.0,early_adult,False,Spain
1140,19.0,young_adult,False,Jersey
1150,25.0,early_adult,False,United States
1155,22.0,young_adult,False,Georgia
1161,33.0,unknown_age,True,United States
1164,35.0,mid_adult,False,United States
1166,22.0,young_adult,False,France
1167,25.0,early_adult,False,United States
1169,27.0,early_adult,False,United States
1172,26.0,early_adult,False,Germany
1174,32.0,early_adult,False,Spain
1178,9.0,child,False,Germany
1180,23.0,young_adult,False,United States
1184,38.0,mid_adult,False,United States
1192,27.0,early_adult,False,Malaysia
1200,33.0,unknown_age,True,Jersey
1206,33.0,unknown_age,True,Germany
1210,33.0,unknown_age,True,United States
1211,22.0,young_adult,False,France
1214,30.0,early_adult,False,Germany
1219,17.0,teen,False,Malaysia
1223,33.0,unknown_age,True,United States
1234,25.0,early_adult,False,Spain
1235,33.0,unknown_age,True,Canada
1242,25.0,early_adult,False,Canada
1248,33.0,unknown_age,True,United States
1249,33.0,unknown_age,True,Canada
1250,44.0,mid_adult,False,United States
1252,33.0,unknown_age,True,United States
1254,26.0,early_adult,False,India
1258,18.0,young_adult,False,United States
1259,29.0,early_adult,False,Canada
1260,17.0,teen,False,Brazil
1261,46.0,mid_adult,False,United States
1262,39.0,mid_adult,False,Jersey
1263,23.0,young_adult,False,Germany
1264,33.0,unknown_age,True,United States
1266,19.0,young_adult,False,United States
1267,33.0,unknown_age,True,United States
1279,33.0,unknown_age,True,United States
1281,32.0,early_adult,False,United Kingdom
1293,33.0,unknown_age,True,Jersey
1294,33.0,unknown_age,True,Canada
1296,33.0,unknown_age,True,United States
1297,30.0,early_adult,False,United States
1309,28.0,early_adult,False,United States
1314,48.0,mid_adult,False,Italy
1324,33.0,unknown_age,True,United States
1330,33.0,unknown_age,True,Germany
1331,32.0,early_adult,False,Portugal
1343,33.0,early_adult,False,United Kingdom
1344,33.0,unknown_age,True,United States
1348,43.0,mid_adult,False,United States
1355,71.0,senior,False,United States
1359,14.0,teen,False,United States
1360,36.0,mid_adult,False,United States
1361,33.0,unknown_age,True,Germany
1368,22.0,young_adult,False,United States
1369,33.0,unknown_age,True,Canada
1372,34.0,early_adult,False,Germany
1375,59.0,late_adult,False,United States
1376,33.0,unknown_age,True,United States
1377,20.0,young_adult,False,United States
1389,22.0,young_adult,False,United States
1395,33.0,unknown_age,True,United States
1396,35.0,mid_adult,False,United States
1399,41.0,mid_adult,False,United States
1403,26.0,early_adult,False,United States
1409,74.0,senior,False,United States
1410,22.0,young_adult,False,United States
1412,47.0,mid_adult,False,United States
1417,33.0,unknown_age,True,United States
1421,55.0,late_adult,False,Spain
1424,33.0,unknown_age,True,Australia
1427,22.0,young_adult,False,United States
1433,54.0,late_adult,False,United States
1434,33.0,unknown_age,True,United States
1435,36.0,mid_adult,False,United States
1436,33.0,unknown_age,True,Canada
1439,33.0,unknown_age,True,Canada
1442,36.0,mid_adult,False,France
1448,61.0,late_adult,False,United States
1455,33.0,unknown_age,True,United States
1461,33.0,unknown_age,True,Denmark
1466,28.0,early_adult,False,Germany
1467,33.0,unknown_age,True,United States
1473,33.0,unknown_age,True,United States
1475,33.0,unknown_age,True,United States
1484,28.0,early_adult,False,United Kingdom
1485,30.0,early_adult,False,Jersey
1486,75.0,senior,False,Australia
1489,20.0,young_adult,False,United States
1491,22.0,young_adult,False,United Kingdom
1496,31.0,early_adult,False,United States
1499,33.0,unknown_age,True,United States
1500,33.0,unknown_age,True,United Kingdom
1504,33.0,unknown_age,True,United States
1505,25.0,early_adult,False,United Kingdom
1511,25.0,early_adult,False,United States
1513,40.0,mid_adult,False,United States
1515,27.0,early_adult,False,India
1517,32.0,early_adult,False,Spain
1519,61.0,late_adult,False,United States
1530,26.0,early_adult,False,United States
1535,69.0,senior,False,United States
1539,33.0,unknown_age,True,Canada
1548,28.0,early_adult,False,United States
1550,33.0,unknown_age,True,United States
1554,29.0,early_adult,False,United States
1556,33.0,unknown_age,True,United States
1557,32.0,early_adult,False,India
1558,61.0,late_adult,False,United States
1559,33.0,unknown_age,True,United States
1570,28.0,early_adult,False,United States
1578,23.0,young_adult,False,Canada
1582,48.0,mid_adult,False,United States
1583,48.0,mid_adult,False,United States
1585,29.0,early_adult,False,Mexico
1586,14.0,teen,False,United Kingdom
1589,50.0,late_adult,False,United States
1591,24.0,young_adult,False,Germany
1596,51.0,late_adult,False,United States
1597,23.0,young_adult,False,United States
1599,33.0,unknown_age,True,United Kingdom
1608,27.0,early_adult,False,Jersey
1615,30.0,early_adult,False,Austria
1616,33.0,unknown_age,True,Georgia
1617,24.0,young_adult,False,United States
1619,33.0,unknown_age,True,United States
1633,29.0,early_adult,False,United States
1639,33.0,unknown_age,True,United States
1641,22.0,young_adult,False,United States
1650,33.0,unknown_age,True,Canada
1652,33.0,unknown_age,True,United States
1653,17.0,teen,False,Spain
1654,33.0,unknown_age,True,United States
1660,33.0,unknown_age,True,United States
1667,33.0,unknown_age,True,Italy
1673,23.0,young_adult,False,Australia
1674,26.0,early_adult,False,United States
1683,46.0,mid_adult,False,United States
1684,33.0,unknown_age,True,Canada
1688,53.0,late_adult,False,United Kingdom
1696,34.0,early_adult,False,Spain
1706,26.0,early_adult,False,United States
1718,28.0,early_adult,False,United States
1719,33.0,unknown_age,True,Singapore
1721,21.0,young_adult,False,Canada
1723,40.0,mid_adult,False,United States
1725,25.0,early_adult,False,United Kingdom
1730,33.0,early_adult,False,United States
1733,30.0,early_adult,False,United States
1745,33.0,unknown_age,True,United States
1759,29.0,early_adult,False,United States
1761,33.0,unknown_age,True,United States
1762,33.0,unknown_age,True,Italy
1768,25.0,early_adult,False,United States
1773,16.0,teen,False,United States
1775,14.0,teen,False,Mexico
1782,33.0,unknown_age,True,United States
1785,26.0,early_adult,False,France
1790,25.0,early_adult,False,United States
1791,33.0,unknown_age,True,United States
1792,33.0,unknown_age,True,United States
1797,33.0,unknown_age,True,France
1799,33.0,unknown_age,True,Italy
1802,43.0,mid_adult,False,United States
1803,48.0,mid_adult,False,United States
1805,33.0,unknown_age,True,United States
1807,33.0,unknown_age,True,Germany
1812,24.0,young_adult,False,United States
1813,33.0,unknown_age,True,Canada
1829,33.0,unknown_age,True,Canada
1830,54.0,late_adult,False,United Kingdom
1835,33.0,unknown_age,True,Malaysia
1838,33.0,unknown_age,True,United States
1841,33.0,unknown_age,True,United States
1844,36.0,mid_adult,False,Germany
1846,25.0,early_adult,False,France
1848,22.0,young_adult,False,United States
1850,33.0,unknown_age,True,Australia
1859,33.0,unknown_age,True,Canada
1863,43.0,mid_adult,False,Germany
1869,21.0,young_adult,False,United States
1878,33.0,unknown_age,True,Netherlands
1881,31.0,early_adult,False,United States
1888,33.0,unknown_age,True,Canada
1891,33.0,unknown_age,True,United States
1892,47.0,mid_adult,False,India
1898,47.0,mid_adult,False,United States
1900,51.0,late_adult,False,United States
1901,33.0,unknown_age,True,Canada
1903,36.0,mid_adult,False,Unknown
1905,33.0,unknown_age,True,United States
1910,33.0,unknown_age,True,Spain
1915,33.0,unknown_age,True,United States
1918,23.0,young_adult,False,United Kingdom
1923,33.0,unknown_age,True,Australia
1928,17.0,teen,False,United States
1933,33.0,unknown_age,True,United States
1937,42.0,mid_adult,False,United States
1945,54.0,late_adult,False,United States
1947,33.0,unknown_age,True,Canada
1949,33.0,unknown_age,True,United States
1951,28.0,early_adult,False,Germany
1954,36.0,mid_adult,False,United Kingdom
1956,33.0,unknown_age,True,Netherlands
1961,17.0,teen,False,United States
1966,33.0,unknown_age,True,Spain
1971,25.0,early_adult,False,United States
1973,33.0,unknown_age,True,Italy
1978,33.0,unknown_age,True,United States
1983,26.0,early_adult,False,Spain
1984,33.0,unknown_age,True,Switzerland
1989,27.0,early_adult,False,United States
1990,32.0,early_adult,False,Brazil
1993,37.0,mid_adult,False,Brazil
1995,59.0,late_adult,False,Spain
1996,34.0,early_adult,False,Australia
2009,31.0,early_adult,False,Germany
2010,33.0,unknown_age,True,United States
2012,34.0,early_adult,False,Unknown
2018,21.0,young_adult,False,Canada
2019,29.0,early_adult,False,Portugal
2024,34.0,early_adult,False,United States
2030,31.0,early_adult,False,United States
2033,27.0,early_adult,False,United States
2035,15.0,teen,False,United States
2036,49.0,mid_adult,False,Jersey
2038,33.0,unknown_age,True,India
2041,33.0,unknown_age,True,United States
2043,33.0,unknown_age,True,United States
2045,33.0,unknown_age,True,Italy
2046,22.0,young_adult,False,United States
2060,54.0,late_adult,False,United States
2063,33.0,unknown_age,True,United States
2066,31.0,early_adult,False,Austria
2070,22.0,young_adult,False,United States
2074,35.0,mid_adult,False,Spain
2075,29.0,early_adult,False,Germany
2076,34.0,early_adult,False,Italy
2077,25.0,early_adult,False,United States
2082,14.0,teen,False,United States
2084,21.0,young_adult,False,Spain
2089,33.0,unknown_age,True,United States
2090,28.0,early_adult,False,United States
2097,33.0,unknown_age,True,United States
2099,33.0,unknown_age,True,United States
2103,43.0,mid_adult,False,United States
2104,33.0,unknown_age,True,United States
2105,33.0,unknown_age,True,United States
2106,44.0,mid_adult,False,United States
2108,33.0,unknown_age,True,United States
2109,33.0,unknown_age,True,Canada
2110,33.0,unknown_age,True,United States
2115,55.0,late_adult,False,United States
2116,33.0,unknown_age,True,Canada
2119,33.0,unknown_age,True,United States
2127,33.0,unknown_age,True,United States
2129,34.0,early_adult,False,United Kingdom
2130,34.0,early_adult,False,Unknown
2132,33.0,unknown_age,True,India
2134,35.0,mid_adult,False,United States
2135,33.0,unknown_age,True,United States
2136,45.0,mid_adult,False,United States
2138,33.0,unknown_age,True,Jersey
2139,33.0,early_adult,False,United States
2141,33.0,unknown_age,True,United States
2147,35.0,mid_adult,False,United States
2148,33.0,unknown_age,True,United States
2152,33.0,unknown_age,True,United States
2155,18.0,young_adult,False,Spain
2163,33.0,unknown_age,True,Switzerland
2169,33.0,unknown_age,True,United States
2170,29.0,early_adult,False,Germany
2172,17.0,teen,False,Philippines
2178,33.0,unknown_age,True,Jersey
2179,30.0,early_adult,False,United States
2181,15.0,teen,False,Canada
2183,33.0,unknown_age,True,Canada
2189,24.0,young_adult,False,Canada
2190,29.0,early_adult,False,United States
2197,26.0,early_adult,False,Canada
2198,33.0,unknown_age,True,United States
2199,25.0,early_adult,False,Australia
2203,40.0,mid_adult,False,United Kingdom
2204,33.0,unknown_age,True,United States
2209,26.0,early_adult,False,Italy
2216,33.0,unknown_age,True,Germany
2218,48.0,mid_adult,False,United States
2219,33.0,unknown_age,True,United States
2222,33.0,unknown_age,True,United States
2223,33.0,unknown_age,True,United States
2224,23.0,young_adult,False,France
2225,33.0,unknown_age,True,Canada
2226,33.0,unknown_age,True,Canada
2230,44.0,mid_adult,False,United States
2238,34.0,early_adult,False,United States
2240,33.0,unknown_age,True,Canada
2250,33.0,unknown_age,True,United States
2253,33.0,unknown_age,True,Canada
2255,35.0,mid_adult,False,United States
2270,33.0,unknown_age,True,United Kingdom
2271,33.0,unknown_age,True,United States
2276,46.0,mid_adult,False,United States
2281,30.0,early_adult,False,United States
2287,35.0,mid_adult,False,United States
2288,30.0,early_adult,False,United States
2292,33.0,unknown_age,True,United States
2295,21.0,young_adult,False,United States
2296,61.0,late_adult,False,United States
2305,71.0,senior,False,United Kingdom
2311,33.0,unknown_age,True,Mexico
2312,33.0,unknown_age,True,United States
2313,23.0,young_adult,False,United States
2324,40.0,mid_adult,False,United States
2326,23.0,young_adult,False,Portugal
2329,13.0,teen,False,Malaysia
2333,33.0,unknown_age,True,United States
2334,33.0,unknown_age,True,Netherlands
2335,33.0,unknown_age,True,United States
2336,17.0,teen,False,United States
2337,34.0,early_adult,False,United States
2339,33.0,unknown_age,True,United States
2340,29.0,early_adult,False,United States
2345,55.0,late_adult,False,United Kingdom
2349,33.0,unknown_age,True,Germany
2350,24.0,young_adult,False,United States
2351,24.0,young_adult,False,Germany
2354,33.0,unknown_age,True,Canada
2355,33.0,unknown_age,True,Canada
2357,35.0,mid_adult,False,United States
2358,23.0,young_adult,False,United States
2363,42.0,mid_adult,False,United States
2366,16.0,teen,False,United States
2368,18.0,young_adult,False,United States
2369,45.0,mid_adult,False,Canada
2374,33.0,unknown_age,True,United States
2375,20.0,young_adult,False,United States
2376,38.0,mid_adult,False,United States
2379,33.0,unknown_age,True,United Kingdom
2385,33.0,unknown_age,True,Canada
2388,64.0,late_adult,False,United States
2389,33.0,unknown_age,True,Germany
2399,32.0,early_adult,False,United States
2404,33.0,unknown_age,True,United States
2406,48.0,mid_adult,False,Germany
2411,37.0,mid_adult,False,United States
2414,33.0,unknown_age,True,Australia
2415,33.0,early_adult,False,Germany
2416,21.0,young_adult,False,Spain
2417,35.0,mid_adult,False,United States
2421,33.0,unknown_age,True,South Africa
2425,54.0,late_adult,False,Canada
2437,45.0,mid_adult,False,United States
2439,26.0,early_adult,False,Georgia
2442,25.0,early_adult,False,Unknown
2448,33.0,unknown_age,True,United Kingdom
2453,33.0,unknown_age,True,United States
2461,59.0,late_adult,False,United States
2462,33.0,unknown_age,True,United States
2466,33.0,unknown_age,True,United States
2470,22.0,young_adult,False,United States
2473,31.0,early_adult,False,India
2481,33.0,unknown_age,True,United States
2484,33.0,unknown_age,True,United States
2485,33.0,unknown_age,True,United States
2499,49.0,mid_adult,False,United States
2501,34.0,early_adult,False,Portugal
2503,36.0,mid_adult,False,United Kingdom
2504,33.0,unknown_age,True,United States
2506,50.0,late_adult,False,Spain
2508,38.0,mid_adult,False,United Kingdom
2515,38.0,mid_adult,False,Spain
2520,42.0,mid_adult,False,Spain
2528,33.0,unknown_age,True,United States
2531,20.0,young_adult,False,Italy
2534,33.0,unknown_age,True,Canada
2545,48.0,mid_adult,False,Germany
2546,25.0,early_adult,False,Australia
2549,31.0,early_adult,False,France
2550,33.0,unknown_age,True,France
2552,33.0,unknown_age,True,Unknown
2559,33.0,unknown_age,True,United States
2562,53.0,late_adult,False,United States
2565,33.0,unknown_age,True,United States
2569,33.0,unknown_age,True,United States
2574,33.0,unknown_age,True,Sweden
2576,25.0,early_adult,False,Spain
2578,16.0,teen,False,Canada
2579,33.0,unknown_age,True,Canada
2580,33.0,unknown_age,True,United States
2582,17.0,teen,False,Switzerland
2583,33.0,early_adult,False,United States
2584,33.0,unknown_age,True,United States
2589,33.0,unknown_age,True,United States
2590,26.0,early_adult,False,United States
2591,33.0,unknown_age,True,United States
2597,29.0,early_adult,False,United States
2598,33.0,unknown_age,True,United States
2605,33.0,early_adult,False,United States
2611,33.0,unknown_age,True,United States
2615,33.0,unknown_age,True,Austria
2617,35.0,mid_adult,False,Australia
2622,41.0,mid_adult,False,United States
2630,66.0,senior,False,United States
2632,47.0,mid_adult,False,United States
2633,33.0,unknown_age,True,United States
2634,53.0,late_adult,False,United States
2638,33.0,unknown_age,True,Canada
2640,24.0,young_adult,False,United States
2643,28.0,early_adult,False,United States
2644,33.0,unknown_age,True,United States
2651,33.0,unknown_age,True,United States
2653,46.0,mid_adult,False,United States
2655,33.0,unknown_age,True,Italy
2656,83.0,senior,False,United States
2665,33.0,unknown_age,True,Latvia
2670,33.0,unknown_age,True,United States
2678,16.0,teen,False,United States
2679,34.0,early_adult,False,United Kingdom
2681,33.0,unknown_age,True,New Zealand
2683,17.0,teen,False,United States
2685,21.0,young_adult,False,Italy
2687,35.0,mid_adult,False,United States
2688,16.0,teen,False,Germany
2690,35.0,mid_adult,False,Georgia
2693,44.0,mid_adult,False,Germany
2700,29.0,early_adult,False,United States
2718,30.0,early_adult,False,United States
2719,37.0,mid_adult,False,United States
2723,33.0,unknown_age,True,United Kingdom
2728,33.0,unknown_age,True,Australia
2731,33.0,unknown_age,True,Canada
2738,32.0,early_adult,False,Italy
2749,18.0,young_adult,False,Canada
2759,33.0,unknown_age,True,United States
2766,42.0,mid_adult,False,United States
2769,27.0,early_adult,False,Italy
2770,33.0,unknown_age,True,United States
2776,33.0,unknown_age,True,Georgia
2782,33.0,early_adult,False,Netherlands
2789,28.0,early_adult,False,Spain
2790,50.0,late_adult,False,United States
2793,34.0,early_adult,False,Georgia
2799,33.0,unknown_age,True,United States
2803,36.0,mid_adult,False,Spain
2807,20.0,young_adult,False,Spain
2808,21.0,young_adult,False,Spain
2837,33.0,unknown_age,True,United States
2844,33.0,unknown_age,True,United States
2850,33.0,unknown_age,True,United States
2853,33.0,unknown_age,True,United States
2854,36.0,mid_adult,False,Jersey
2855,35.0,mid_adult,False,United States
2859,33.0,unknown_age,True,United States
2861,26.0,early_adult,False,United States
2863,34.0,early_adult,False,Portugal
2864,33.0,unknown_age,True,India
2872,33.0,unknown_age,True,United States
2883,43.0,mid_adult,False,United States
2889,33.0,unknown_age,True,United States
2891,33.0,unknown_age,True,United States
2892,26.0,early_adult,False,United States
2893,21.0,young_adult,False,Spain
2896,20.0,young_adult,False,Brazil
2906,20.0,young_adult,False,France
2907,33.0,unknown_age,True,United States
2914,34.0,early_adult,False,United States
2932,33.0,unknown_age,True,Canada
2935,59.0,late_adult,False,United States
2936,30.0,early_adult,False,United Kingdom
2939,31.0,early_adult,False,Portugal
2942,28.0,early_adult,False,Canada
2945,29.0,early_adult,False,United States
2946,31.0,early_adult,False,Australia
2948,24.0,young_adult,False,United States
2954,71.0,senior,False,United States
2966,33.0,unknown_age,True,United States
2972,60.0,late_adult,False,United States
2973,33.0,unknown_age,True,United States
2977,25.0,early_adult,False,United States
2982,34.0,early_adult,False,Canada
2983,25.0,early_adult,False,United Kingdom
2985,17.0,teen,False,United Kingdom
2991,33.0,unknown_age,True,Ireland
2992,33.0,unknown_age,True,United States
2995,61.0,late_adult,False,United States
2996,21.0,young_adult,False,Italy
